,location,total_sqft,bath,price,bhk
546,Ananth Nagar,1010.0,2.0,38.0,2.0
547,Ananth Nagar,992.0,2.0,24.8,2.0
549,Anekal,656.0,2.0,22.0,2.0
550,Anekal,620.0,2.0,22.0,2.0
551,Anekal,600.0,1.0,16.5,1.0
552,Anekal,925.0,2.0,40.0,2.0
553,Anekal,530.0,1.0,18.0,1.0
554,Anekal,1800.0,3.0,68.0,3.0
556,Anekal,351.0,1.0,16.0,1.0
557,Anekal,1035.0,2.0,38.3,2.0
558,Anekal,888.0,2.0,34.0,2.0
562,Anekal,997.0,3.0,55.0,3.0
563,Anekal,1200.0,2.0,36.0,4.0
564,Anekal,766.0,2.0,28.0,2.0
565,Anekal,967.0,2.0,45.0,3.0
566,Anekal,620.0,1.0,23.5,2.0
567,Anekal,1150.0,3.0,45.0,3.0
570,Anekal,400.0,1.0,11.5,1.0
571,Anekal,456.0,1.0,15.0,1.0
574,Anekal,2400.0,4.0,95.0,3.0
578,Anekal,420.0,1.0,12.5,1.0
579,Anekal,614.0,1.0,28.0,2.0
580,Anekal,1140.0,2.0,52.0,2.0
581,Anekal,625.0,1.0,25.0,2.0
582,Anjanapura,1500.0,3.0,139.0,3.0
583,Anjanapura,1850.0,4.0,86.0,4.0
584,Anjanapura,1070.0,2.0,39.0,2.0
585,Anjanapura,1500.0,3.0,121.0,3.0
586,Anjanapura,1070.0,2.0,37.0,2.0
587,Anjanapura,600.0,2.0,55.0,1.0
588,Anjanapura,950.0,2.0,40.0,2.0
589,Anjanapura,1280.0,2.0,45.0,3.0
590,Anjanapura,710.0,2.0,25.0,2.0
592,Anjanapura,950.0,2.0,32.0,2.0
593,Anjanapura,1800.0,4.0,55.0,4.0
594,Anjanapura,1843.0,3.0,87.54,3.0
595,Anjanapura,1076.0,2.0,30.13,2.0
596,Anjanapura,950.0,2.0,30.0,2.0
597,Ardendale,1100.0,2.0,43.25,2.0
598,Ardendale,1750.0,3.0,100.0,3.0
599,Ardendale,3198.0,4.0,200.0,4.0
600,Ardendale,2422.0,4.0,160.0,4.0
601,Ardendale,1750.0,3.0,100.0,3.0
602,Ardendale,3200.0,4.0,205.0,4.0
603,Ardendale,1728.0,3.0,95.0,3.0
604,Ardendale,1100.0,2.0,48.0,2.0
605,Ardendale,4355.0,3.0,350.0,5.0
606,Ardendale,3198.0,4.0,250.0,4.0
607,Ardendale,2062.0,3.0,140.0,4.0
608,Ardendale,1732.46,3.0,92.0,3.0
609,Ardendale,2062.0,3.0,150.0,4.0
611,Ardendale,1224.0,2.0,70.0,2.0
612,Ardendale,1777.26,3.0,105.0,3.0
613,Ardendale,1650.0,3.0,82.0,3.0
614,Ardendale,2062.0,3.0,140.0,4.0
615,Ardendale,1650.0,3.0,82.0,3.0
616,Ardendale,1224.0,2.0,67.0,2.0
617,Ardendale,1723.0,3.0,95.0,3.0
618,Ardendale,1777.26,3.0,89.0,3.0
619,Ardendale,1777.26,3.0,92.0,3.0
620,Arekere,1222.0,2.0,45.0,2.0
621,Arekere,2060.0,3.0,140.0,3.0
622,Arekere,920.0,2.0,40.0,2.0
623,Arekere,1740.0,2.0,95.0,3.0
624,Arekere,1190.0,2.0,55.0,2.0
625,Arekere,600.0,1.0,28.0,1.0
626,Arekere,2072.0,3.0,108.0,3.0
627,Arekere,1100.0,2.0,55.0,2.0
628,Arekere,900.0,2.0,50.0,2.0
629,Arekere,2060.0,3.0,150.0,3.0
630,Arekere,2710.0,6.0,142.0,4.0
631,Arekere,2400.0,3.0,180.0,3.0
632,Arekere,1240.0,2.0,60.0,2.0
633,Arekere,900.0,2.0,44.5,2.0
634,Attibele,450.0,1.0,11.0,1.0
635,Attibele,1600.0,4.0,52.8,4.0
636,Attibele,656.0,2.0,25.0,2.0
637,Attibele,400.0,1.0,11.0,1.0
638,Attibele,400.0,1.0,12.0,1.0
639,Attibele,400.0,1.0,14.0,1.0
640,Attibele,500.0,1.0,17.0,1.0
641,Attibele,2168.0,4.0,95.0,4.0
642,Attibele,395.0,1.0,10.25,1.0
643,Attibele,3640.0,4.0,275.0,4.0
644,Attibele,420.0,1.0,17.0,1.0
646,Attibele,418.0,1.0,12.0,1.0
647,Attibele,1350.0,3.0,85.0,3.0
648,Attibele,1200.0,2.0,42.0,2.0
649,Attibele,400.0,1.0,10.0,1.0
650,Attibele,695.0,1.0,25.0,2.0
651,Attibele,850.0,1.0,25.0,2.0
652,Attibele,2400.0,3.0,120.0,3.0
653,Attibele,450.0,1.0,12.5,1.0
657,Attibele,782.0,1.0,19.55,1.0
659,Attibele,656.0,2.0,25.0,2.0
660,Attibele,400.0,1.0,11.5,1.0
661,Attibele,460.0,1.0,13.0,1.0
662,Attibele,418.0,2.0,11.5,1.0
663,Attibele,1000.0,2.0,42.0,2.0
664,Attibele,550.0,1.0,11.5,1.0
666,Attibele,410.0,1.0,10.0,1.0
667,Attibele,1700.0,3.0,65.0,3.0
668,Attibele,400.0,1.0,10.25,1.0
669,Attibele,656.0,2.0,25.0,2.0
670,Attibele,1500.0,3.0,90.0,3.0
671,Attibele,520.0,1.0,15.0,1.0
672,BEML Layout,1060.0,2.0,55.0,2.0
674,BEML Layout,999.0,2.0,45.0,2.0
675,BEML Layout,2400.0,4.0,225.0,5.0
677,BEML Layout,1194.0,2.0,65.0,2.0
678,BEML Layout,1200.0,2.0,67.0,2.0
679,BEML Layout,2400.0,2.0,228.0,2.0
682,BEML Layout,1194.0,2.0,65.0,2.0
683,BTM 2nd Stage,1260.0,5.0,185.0,3.0
684,BTM 2nd Stage,950.0,2.0,52.0,2.0
685,BTM 2nd Stage,1850.0,3.0,170.0,3.0
686,BTM 2nd Stage,1200.0,2.0,80.0,2.0
687,BTM 2nd Stage,1274.0,2.0,70.0,2.0
688,BTM 2nd Stage,1200.0,2.0,35.0,2.0
690,BTM 2nd Stage,1070.0,2.0,48.0,2.0
691,BTM 2nd Stage,1280.0,2.0,80.0,2.0
692,BTM 2nd Stage,1100.0,2.0,70.0,2.0
693,BTM 2nd Stage,1000.0,2.0,58.0,2.0
694,BTM 2nd Stage,2990.0,5.0,416.0,5.0
695,BTM 2nd Stage,1265.0,2.0,55.0,2.0
696,BTM 2nd Stage,2200.0,3.0,220.0,3.0
697,BTM 2nd Stage,2780.0,4.0,325.0,3.0
698,BTM 2nd Stage,2400.0,2.0,360.0,3.0
699,BTM 2nd Stage,965.0,2.0,56.0,2.0
700,BTM 2nd Stage,1147.0,2.0,75.0,2.0
701,BTM 2nd Stage,2400.0,3.0,400.0,4.0
702,BTM 2nd Stage,1750.0,3.0,172.0,3.0
703,BTM 2nd Stage,1400.0,2.0,90.0,2.0
704,BTM 2nd Stage,1200.0,2.0,70.0,2.0
705,BTM 2nd Stage,1100.0,2.0,47.0,2.0
706,BTM 2nd Stage,930.0,2.0,46.0,2.0
708,BTM 2nd Stage,2500.0,3.0,345.0,3.0
709,BTM Layout,1150.0,2.0,63.0,2.0
710,BTM Layout,3300.0,6.0,165.0,6.0
711,BTM Layout,1450.0,2.0,81.0,3.0
712,BTM Layout,1776.0,2.0,75.0,3.0
713,BTM Layout,1458.0,3.0,79.0,3.0
714,BTM Layout,935.0,2.0,51.5,2.0
715,BTM Layout,1020.0,2.0,46.5,2.0
716,BTM Layout,1600.0,3.0,112.0,3.0
717,BTM Layout,1300.0,2.0,75.0,3.0
718,BTM Layout,1540.0,2.0,78.0,3.0
719,BTM Layout,450.0,1.0,20.0,1.0
720,BTM Layout,2400.0,3.0,220.0,3.0
721,BTM Layout,1196.0,2.0,56.81,2.0
722,BTM Layout,1470.0,2.0,99.0,3.0
725,Babusapalaya,1611.0,2.0,66.0,3.0
727,Babusapalaya,1675.0,3.0,75.0,3.0
728,Babusapalaya,1141.0,2.0,46.0,2.0
729,Babusapalaya,1084.0,2.0,58.0,2.0
730,Babusapalaya,1500.0,2.0,57.0,2.0
732,Babusapalaya,1050.0,2.0,45.0,2.0
733,Babusapalaya,1141.0,2.0,45.9,2.0
735,Babusapalaya,1230.0,3.0,53.0,3.0
736,Babusapalaya,1105.0,2.0,40.0,2.0
737,Babusapalaya,1410.0,2.0,65.0,3.0
738,Babusapalaya,1305.0,2.0,70.0,2.0
739,Babusapalaya,1450.0,2.0,55.99,2.0
740,Babusapalaya,1100.0,2.0,38.0,2.0
742,Babusapalaya,1061.0,2.0,33.84,2.0
743,Babusapalaya,1061.0,2.0,38.95,2.0
744,Babusapalaya,1061.0,2.0,34.0,2.0
745,Babusapalaya,1245.0,2.0,58.0,2.0
746,Badavala Nagar,1494.0,2.0,94.55,3.0
747,Badavala Nagar,1274.0,2.0,81.0,2.0
748,Badavala Nagar,1842.0,3.0,115.0,3.0
749,Badavala Nagar,1494.0,2.0,94.55,3.0
750,Badavala Nagar,1274.0,2.0,81.0,2.0
751,Badavala Nagar,1494.0,2.0,94.55,3.0
752,Badavala Nagar,1842.0,3.0,115.0,3.0
753,Badavala Nagar,1842.0,3.0,115.0,3.0
754,Badavala Nagar,1842.0,3.0,115.0,3.0
755,Badavala Nagar,1274.0,2.0,90.0,2.0
756,Badavala Nagar,1274.0,2.0,90.0,2.0
757,Balagere,1210.0,2.0,80.9,2.0
761,Balagere,1205.0,2.0,78.5,2.0
764,Balagere,1012.0,2.0,75.0,2.0
765,Balagere,1020.07,2.0,68.38,2.0
766,Balagere,1205.47,2.0,81.0,2.0
767,Balagere,1007.0,2.0,65.0,2.0
768,Balagere,656.0,1.0,53.0,1.0
771,Balagere,1210.0,2.0,83.0,2.0
772,Balagere,675.0,1.0,45.0,1.0
773,Balagere,656.0,1.0,43.0,1.0
775,Balagere,1012.0,2.0,64.0,2.0
776,Balagere,1007.0,2.0,62.0,2.0
777,Balagere,1007.0,2.0,67.0,2.0
778,Balagere,1007.0,2.0,66.0,2.0
781,Balagere,1007.0,2.0,75.0,2.0
782,Balagere,645.0,1.0,34.18,1.0
785,Balagere,1012.0,2.0,65.0,2.0
786,Balagere,656.0,1.0,38.77,1.0
787,Balagere,645.0,1.0,39.0,1.0
788,Balagere,645.0,1.0,41.0,1.0
789,Balagere,1210.0,2.0,82.0,2.0
790,Balagere,661.0,1.0,33.0,1.0
791,Balagere,656.0,1.0,34.77,1.0
793,Balagere,1012.0,2.0,70.0,2.0
794,Balagere,1007.0,2.0,68.0,2.0
796,Balagere,1205.0,2.0,79.0,2.0
797,Balagere,1012.0,2.0,68.0,2.0
799,Banashankari,1077.0,2.0,37.64,2.0
800,Banashankari,1470.0,2.0,88.64,3.0
801,Banashankari,1300.0,2.0,75.0,3.0
802,Banashankari,1800.0,3.0,115.0,3.0
803,Banashankari,1125.0,2.0,63.0,2.0
805,Banashankari,1310.0,2.0,80.0,2.0
806,Banashankari,2600.0,4.0,135.0,3.0
807,Banashankari,1900.0,2.0,170.0,3.0
808,Banashankari,1260.0,2.0,75.0,2.0
809,Banashankari,1170.0,2.0,46.79,2.0
811,Banashankari,1350.0,2.0,83.0,3.0
813,Banashankari,1330.0,2.0,78.0,2.0
814,Banashankari,1400.0,2.0,78.0,3.0
815,Banashankari,1700.0,3.0,125.0,3.0
816,Banashankari,1020.0,2.0,40.79,2.0
817,Banashankari,1600.0,2.0,63.98,2.0
818,Banashankari,1041.0,2.0,36.44,2.0
819,Banashankari,3580.0,3.0,411.0,3.0
820,Banashankari,2400.0,1.0,200.0,1.0
821,Banashankari,1390.0,2.0,86.0,2.0
822,Banashankari,1460.0,2.0,70.0,2.0
823,Banashankari,1200.0,2.0,60.0,2.0
824,Banashankari,1290.0,2.0,80.0,2.0
825,Banashankari,2582.0,5.0,250.0,3.0
826,Banashankari,1186.0,2.0,65.0,2.0
827,Banashankari,1650.0,3.0,101.0,3.0
829,Banashankari,1181.0,2.0,75.0,2.0
830,Banashankari,1105.0,2.0,90.0,2.0
831,Banashankari,720.0,1.0,60.0,1.0
832,Banashankari,1040.0,2.0,45.0,2.0
833,Banashankari,1330.0,2.0,77.0,2.0
834,Banashankari,1200.0,2.0,49.0,2.0
835,Banashankari,1185.0,2.0,67.0,2.0
836,Banashankari,1000.0,2.0,50.0,2.0
837,Banashankari,1650.0,3.0,90.75,3.0
838,Banashankari,1650.0,3.0,101.0,3.0
839,Banashankari,1310.0,2.0,80.43,2.0
840,Banashankari,600.0,1.0,27.0,2.0
841,Banashankari,1430.0,2.0,87.8,2.0
842,Banashankari,1020.0,2.0,42.83,2.0
844,Banashankari,1540.0,3.0,80.0,3.0
845,Banashankari,1195.0,2.0,35.84,2.0
846,Banashankari,1683.0,3.0,115.0,3.0
847,Banashankari,1800.0,3.0,125.0,3.0
848,Banashankari,1175.0,2.0,41.13,2.0
849,Banashankari,1750.0,2.0,89.0,3.0
850,Banashankari,1800.0,3.0,175.0,3.0
851,Banashankari,1450.0,2.0,50.75,2.0
852,Banashankari,1770.0,3.0,108.0,3.0
853,Banashankari,1800.0,3.0,125.0,3.0
855,Banashankari,1886.0,3.0,205.0,3.0
857,Banashankari,1200.0,3.0,74.52,3.0
858,Banashankari,1100.0,2.0,63.0,2.0
859,Banashankari,1020.0,2.0,40.79,2.0
860,Banashankari,1260.0,2.0,75.0,2.0
861,Banashankari,1040.0,2.0,109.0,3.0
863,Banashankari,1426.0,3.0,85.0,3.0
864,Banashankari Stage II,1700.0,2.0,150.0,2.0
865,Banashankari Stage II,1200.0,2.0,150.0,4.0
866,Banashankari Stage II,1500.0,2.0,120.0,3.0
867,Banashankari Stage II,2400.0,3.0,510.0,5.0
868,Banashankari Stage II,1240.0,2.0,59.52,3.0
869,Banashankari Stage II,1250.0,2.0,110.0,2.0
870,Banashankari Stage II,1260.0,2.0,95.0,3.0
871,Banashankari Stage II,2400.0,2.0,300.0,3.0
872,Banashankari Stage II,1400.0,2.0,100.0,2.0
873,Banashankari Stage II,2800.0,3.0,425.0,5.0
874,Banashankari Stage II,3000.0,3.0,450.0,3.0
875,Banashankari Stage II,1200.0,2.0,198.0,3.0
876,Banashankari Stage II,1245.0,2.0,125.0,2.0
878,Banashankari Stage III,1305.0,2.0,58.7,3.0
879,Banashankari Stage III,1145.0,2.0,58.4,2.0
880,Banashankari Stage III,1650.0,3.0,118.0,3.0
881,Banashankari Stage III,2400.0,4.0,240.0,4.0
882,Banashankari Stage III,1350.0,2.0,68.0,3.0
884,Banashankari Stage III,1305.0,2.0,59.0,3.0
885,Banashankari Stage III,1305.0,2.0,60.0,3.0
886,Banashankari Stage III,1200.0,2.0,42.0,2.0
887,Banashankari Stage III,1305.0,2.0,59.0,3.0
888,Banashankari Stage III,1480.0,3.0,75.48,3.0
889,Banashankari Stage III,1305.0,2.0,59.0,3.0
890,Banashankari Stage III,1304.0,2.0,111.0,2.0
891,Banashankari Stage III,1200.0,6.0,170.0,4.0
892,Banashankari Stage III,1000.0,2.0,120.0,3.0
893,Banashankari Stage III,3000.0,6.0,150.0,6.0
894,Banashankari Stage III,1085.0,2.0,50.0,2.0
895,Banashankari Stage III,1500.0,2.0,100.0,3.0
896,Banashankari Stage III,1350.0,1.0,145.0,1.0
897,Banashankari Stage III,2100.0,3.0,147.0,4.0
898,Banashankari Stage III,1420.0,2.0,95.0,3.0
899,Banashankari Stage V,1300.0,2.0,58.5,3.0
900,Banashankari Stage V,1305.0,2.0,49.0,3.0
901,Banashankari Stage V,1035.0,2.0,35.77,2.0
902,Banashankari Stage V,1355.0,2.0,61.0,3.0
903,Banashankari Stage V,1510.0,3.0,47.57,3.0
904,Banashankari Stage V,1650.0,3.0,51.98,3.0
905,Banashankari Stage V,1630.0,3.0,51.35,3.0
906,Banashankari Stage V,1510.0,3.0,47.57,3.0
907,Banashankari Stage V,1315.0,2.0,49.0,3.0
908,Banashankari Stage V,1540.0,3.0,48.51,3.0
909,Banashankari Stage V,920.0,2.0,41.5,2.0
910,Banashankari Stage VI,1757.5,2.0,59.935,2.0
911,Banashankari Stage VI,4800.0,4.0,190.0,4.0
912,Banashankari Stage VI,2800.0,4.0,89.0,4.0
913,Banashankari Stage VI,2200.0,4.0,195.0,4.0
914,Banashankari Stage VI,1160.0,2.0,59.0,2.0
915,Banashankari Stage VI,1180.0,2.0,59.47,2.0
916,Banashankari Stage VI,1423.0,2.0,71.73,3.0
917,Banashankari Stage VI,1392.0,3.0,69.46,3.0
918,Banashankari Stage VI,2110.5,2.0,70.385,3.0
919,Banashankari Stage VI,4800.0,3.0,200.0,4.0
920,Banaswadi,1184.0,2.0,53.0,2.0
921,Banaswadi,1145.0,2.0,55.0,2.0
922,Banaswadi,1250.0,2.0,60.0,2.0
923,Banaswadi,1365.0,2.0,73.0,2.0
924,Banaswadi,1903.0,6.0,140.0,5.0
925,Banaswadi,1222.0,2.0,80.0,2.0
926,Banaswadi,870.0,2.0,38.0,2.0
927,Banaswadi,1200.0,2.0,60.0,2.0
929,Banaswadi,527.0,1.0,35.0,1.0
930,Banaswadi,1340.0,2.0,73.0,2.0
931,Banaswadi,1008.0,2.0,52.0,2.0
932,Banaswadi,2250.0,5.0,240.0,5.0
933,Banaswadi,1105.0,2.0,57.0,2.0
934,Banjara Layout,1294.0,2.0,48.0,3.0
935,Banjara Layout,1200.0,2.0,70.0,2.0
936,Banjara Layout,1050.0,2.0,64.8,2.0
937,Banjara Layout,753.0,3.0,59.5,2.0
938,Banjara Layout,900.0,3.0,79.0,3.0
939,Banjara Layout,3750.0,5.0,145.0,4.0
940,Banjara Layout,2500.0,4.0,140.0,3.0
941,Banjara Layout,1200.0,4.0,105.0,4.0
943,Bannerghatta,2611.0,3.0,239.0,3.0
944,Bannerghatta,3012.0,6.0,250.0,4.0
945,Bannerghatta,3012.0,6.0,268.0,4.0
946,Bannerghatta,1665.0,3.0,110.0,3.0
948,Bannerghatta,2370.0,4.0,195.0,3.0
949,Bannerghatta,1100.0,2.0,66.0,2.0
951,Bannerghatta,1113.0,2.0,70.0,2.0
952,Bannerghatta,1200.0,2.0,73.2,2.0
953,Bannerghatta,1070.0,2.0,87.0,2.0
954,Bannerghatta,1776.0,3.0,124.0,3.0
955,Bannerghatta,1776.0,3.0,150.0,3.0
956,Bannerghatta,1320.0,2.0,50.0,2.0
957,Bannerghatta,1120.0,2.0,42.5,2.0
958,Bannerghatta Road,500.0,1.0,18.5,1.0
959,Bannerghatta Road,1050.0,2.0,65.0,2.0
960,Bannerghatta Road,1200.0,2.0,125.0,4.0
961,Bannerghatta Road,1170.0,2.0,66.0,3.0
962,Bannerghatta Road,595.0,1.0,33.32,1.0
963,Bannerghatta Road,1445.0,3.0,95.0,3.0
964,Bannerghatta Road,1640.0,2.0,120.0,3.0
966,Bannerghatta Road,1460.0,2.0,90.0,3.0
968,Bannerghatta Road,1179.0,2.0,66.02,2.0
969,Bannerghatta Road,1680.0,2.0,58.935,2.0
970,Bannerghatta Road,793.0,2.0,45.0,2.0
972,Bannerghatta Road,1400.0,2.0,78.0,2.0
974,Bannerghatta Road,1215.0,2.0,50.0,2.0
975,Bannerghatta Road,1654.0,3.0,100.0,3.0
976,Bannerghatta Road,1181.0,2.0,55.0,2.0
978,Bannerghatta Road,1200.0,2.0,75.0,2.0
980,Bannerghatta Road,595.0,1.0,31.83,1.0
981,Bannerghatta Road,1105.0,2.0,51.0,2.0
982,Bannerghatta Road,1255.0,2.0,65.26,2.0
984,Bannerghatta Road,1550.0,3.0,82.0,3.0
986,Bannerghatta Road,1650.0,3.0,122.0,3.0
987,Bannerghatta Road,912.0,2.0,55.0,2.0
988,Bannerghatta Road,1218.0,2.0,73.0,2.0
990,Bannerghatta Road,1115.0,2.0,65.12,2.0
992,Bannerghatta Road,1893.0,3.0,100.0,3.0
993,Bannerghatta Road,1600.0,3.0,95.0,3.0
994,Bannerghatta Road,1275.0,2.0,65.0,2.0
995,Bannerghatta Road,892.0,2.0,39.0,2.0
996,Bannerghatta Road,1880.0,3.0,95.0,3.0
997,Bannerghatta Road,1260.0,2.0,70.0,2.0
999,Bannerghatta Road,1157.0,2.0,40.0,2.0
1000,Bannerghatta Road,1150.0,2.0,65.0,2.0
1002,Bannerghatta Road,1100.0,2.0,39.0,2.0
1004,Bannerghatta Road,1725.0,3.0,110.0,3.0
1005,Bannerghatta Road,1850.0,6.0,150.0,6.0
1007,Bannerghatta Road,950.0,2.0,38.0,2.0
1008,Bannerghatta Road,1220.0,2.0,80.0,2.0
1009,Bannerghatta Road,1130.0,2.0,78.0,2.0
1011,Bannerghatta Road,1486.0,3.0,83.22,3.0
1012,Bannerghatta Road,1460.0,2.0,75.0,3.0
1013,Bannerghatta Road,1015.0,2.0,48.0,2.0
1014,Bannerghatta Road,1115.0,2.0,61.0,2.0
1015,Bannerghatta Road,1136.0,2.0,48.0,2.0
1016,Bannerghatta Road,2700.0,4.0,260.0,4.0
1017,Bannerghatta Road,1200.0,2.0,69.0,3.0
1018,Bannerghatta Road,1465.0,2.0,76.0,3.0
1019,Bannerghatta Road,1930.0,2.0,67.73,2.0
1020,Bannerghatta Road,1200.0,2.0,65.0,2.0
1021,Bannerghatta Road,1240.0,2.0,65.0,2.0
1022,Bannerghatta Road,1476.0,3.0,125.0,3.0
1026,Bannerghatta Road,1268.0,2.0,69.0,2.0
1027,Bannerghatta Road,1450.0,2.0,87.0,3.0
1028,Bannerghatta Road,2932.0,5.0,195.0,4.0
1031,Bannerghatta Road,960.0,2.0,58.0,2.0
1032,Bannerghatta Road,1750.0,3.0,130.0,3.0
1033,Bannerghatta Road,1275.0,2.0,73.0,2.0
1035,Bannerghatta Road,1240.0,2.0,71.0,2.0
1037,Bannerghatta Road,1215.0,2.0,68.0,2.0
1038,Bannerghatta Road,1215.0,2.0,68.0,2.0
1039,Bannerghatta Road,1894.0,3.0,115.0,3.0
1041,Bannerghatta Road,1693.0,3.0,89.0,3.0
1042,Bannerghatta Road,1280.0,2.0,60.16,2.0
1044,Bannerghatta Road,630.0,1.0,35.0,1.0
1045,Bannerghatta Road,1215.0,2.0,68.0,2.0
1046,Bannerghatta Road,1365.0,3.0,76.18,3.0
1047,Bannerghatta Road,1115.0,2.0,78.0,2.0
1050,Bannerghatta Road,1655.0,3.0,90.0,3.0
1051,Bannerghatta Road,1247.0,2.0,47.39,2.0
1052,Bannerghatta Road,2400.0,4.0,344.0,4.0
1053,Bannerghatta Road,1817.5,2.0,49.49,2.0
1054,Bannerghatta Road,1650.0,3.0,94.0,3.0
1055,Bannerghatta Road,905.0,2.0,65.0,2.0
1056,Bannerghatta Road,1000.0,2.0,50.0,2.0
1057,Bannerghatta Road,2185.0,3.0,120.0,4.0
1058,Bannerghatta Road,1012.0,2.0,45.0,2.0
1060,Bannerghatta Road,1460.0,2.0,80.0,3.0
1061,Bannerghatta Road,1340.0,2.0,85.0,2.0
1062,Bannerghatta Road,1711.0,3.0,125.0,3.0
1063,Bannerghatta Road,1520.0,2.0,81.0,3.0
1064,Bannerghatta Road,2826.0,3.0,148.0,3.0
1065,Bannerghatta Road,1115.0,2.0,61.0,2.0
1066,Bannerghatta Road,1154.0,2.0,47.0,2.0
1067,Bannerghatta Road,1000.0,2.0,44.5,2.0
1068,Bannerghatta Road,1250.0,2.0,48.0,2.0
1069,Bannerghatta Road,1640.0,3.0,105.0,3.0
1071,Bannerghatta Road,1012.0,2.0,44.0,2.0
1072,Bannerghatta Road,1527.0,3.0,115.0,3.0
1073,Bannerghatta Road,1660.0,3.0,85.0,3.0
1074,Bannerghatta Road,1880.0,3.0,96.5,3.0
1075,Bannerghatta Road,1550.0,3.0,96.0,3.0
1076,Bannerghatta Road,1200.0,2.0,78.0,2.0
1077,Bannerghatta Road,1885.0,3.0,125.0,3.0
1079,Bannerghatta Road,1450.0,2.0,78.0,3.0
1080,Bannerghatta Road,700.0,1.0,31.2,1.0
1083,Bannerghatta Road,905.0,2.0,58.0,2.0
1084,Bannerghatta Road,1465.0,2.0,75.0,3.0
1085,Bannerghatta Road,1920.0,3.0,122.0,3.0
1086,Bannerghatta Road,2400.0,4.0,180.0,4.0
1088,Bannerghatta Road,1270.0,2.0,45.0,2.0
1089,Bannerghatta Road,4723.0,4.0,500.0,4.0
1090,Bannerghatta Road,1520.0,2.0,80.0,3.0
1091,Bannerghatta Road,1270.0,2.0,73.0,3.0
1092,Bannerghatta Road,1846.0,3.0,120.0,3.0
1094,Bannerghatta Road,1680.0,2.0,61.74,2.0
1095,Bannerghatta Road,1655.0,3.0,95.0,3.0
1096,Bannerghatta Road,1206.0,2.0,53.0,2.0
1097,Bannerghatta Road,1150.0,2.0,55.0,2.0
1098,Bannerghatta Road,1215.0,2.0,65.0,2.0
1099,Bannerghatta Road,1510.0,2.0,110.0,3.0
1100,Bannerghatta Road,1022.0,2.0,35.0,2.0
1101,Bannerghatta Road,1246.0,2.0,47.35,2.0
1102,Bannerghatta Road,1470.0,2.0,85.0,3.0
1103,Bannerghatta Road,1160.0,2.0,45.0,2.0
1104,Bannerghatta Road,970.0,2.0,57.0,2.0
1105,Bannerghatta Road,1527.0,3.0,142.0,3.0
1107,Basavangudi,2337.0,4.0,292.0,3.0
1108,Basavangudi,2350.0,3.0,300.0,3.0
1109,Basavangudi,1500.0,2.0,143.0,3.0
1111,Basavangudi,2150.0,3.0,265.0,3.0
1112,Basavangudi,1036.0,2.0,105.0,2.0
1115,Basavangudi,2300.0,3.0,317.0,3.0
1116,Basavangudi,1600.0,2.0,160.0,3.0
1117,Basavangudi,1560.0,2.0,145.0,2.0
1118,Basavangudi,1825.0,3.0,175.0,3.0
1119,Basavangudi,1800.0,3.0,195.0,3.0
1120,Basavangudi,1100.0,2.0,93.0,2.0
1121,Basavangudi,670.0,1.0,50.0,1.0
1123,Basavangudi,1050.0,2.0,103.0,2.0
1124,Basavangudi,1350.0,2.0,130.0,3.0
1125,Basavangudi,1485.0,3.0,140.0,3.0
1126,Basavangudi,1180.0,2.0,124.0,2.0
1128,Basavangudi,1200.0,2.0,120.0,2.0
1130,Basavangudi,1230.0,2.0,80.0,2.0
1131,Basavangudi,2350.0,3.0,300.0,3.0
1132,Basavangudi,2453.0,3.0,250.0,4.0
1134,Basaveshwara Nagar,1200.0,2.0,65.0,2.0
1135,Basaveshwara Nagar,4500.0,5.0,415.0,5.0
1136,Basaveshwara Nagar,1865.0,3.0,145.0,3.0
1137,Basaveshwara Nagar,2460.0,7.0,350.0,7.0
1138,Basaveshwara Nagar,2400.0,5.0,415.0,5.0
1139,Basaveshwara Nagar,1200.0,2.0,90.0,2.0
1140,Basaveshwara Nagar,1180.0,2.0,58.0,2.0
1141,Basaveshwara Nagar,2400.0,4.0,310.0,5.0
1142,Basaveshwara Nagar,1200.0,2.0,80.0,2.0
1143,Basaveshwara Nagar,900.0,2.0,60.0,2.0
1144,Basaveshwara Nagar,2520.0,4.0,378.0,5.0
1145,Basaveshwara Nagar,1900.0,3.0,150.0,3.0
1146,Basaveshwara Nagar,1200.0,2.0,85.0,2.0
1147,Basaveshwara Nagar,1200.0,2.0,70.0,2.0
1148,Basaveshwara Nagar,1200.0,1.0,180.0,2.0
1149,Basaveshwara Nagar,1200.0,3.0,190.0,3.0
1150,Battarahalli,1200.0,2.0,65.0,2.0
1151,Battarahalli,1779.0,3.0,89.61,3.0
1152,Battarahalli,1300.0,2.0,50.0,2.0
1153,Battarahalli,1945.0,3.0,97.42,3.0
1154,Battarahalli,1777.0,3.0,100.0,3.0
1155,Battarahalli,1135.0,2.0,43.0,2.0
1156,Battarahalli,1276.0,2.0,45.0,2.0
1157,Battarahalli,1880.0,3.0,94.36,3.0
1158,Battarahalli,1071.0,2.0,62.0,2.0
1159,Battarahalli,1165.0,2.0,43.0,2.0
1160,Battarahalli,1636.0,2.0,82.89,2.0
1161,Battarahalli,1779.0,3.0,90.0,3.0
1163,Battarahalli,1090.0,2.0,38.37,2.0
1164,Battarahalli,2082.0,3.0,104.0,3.0
1167,Battarahalli,1590.0,2.0,102.0,2.0
